CONNECTION,MSG_NAME,DATA_TYPE,FIELD_NAME,DESCRIPTION,UNITS,DIM,INIT_VALUE,RANGE_LOW,RANGE_HIGH,REMARKS,BYTE_OFFSET,BIT_OFFSET
udpConn3,TM3676,S64,mtVar02677,mtVar02677,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,12986,0
udpConn3,TM3677,S64,mtVar02678,mtVar02678,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,12994,0
udpConn3,TM3678,S64,mtVar02679,mtVar02679,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13002,0
udpConn3,TM3679,S64,mtVar02680,mtVar02680,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13010,0
udpConn3,TM3680,S64,mtVar02681,mtVar02681,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13018,0
udpConn3,TM3681,S64,mtVar02682,mtVar02682,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13026,0
udpConn3,TM3682,S64,mtVar02683,mtVar02683,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13034,0
udpConn3,TM3683,S64,mtVar02684,mtVar02684,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13042,0
udpConn3,TM3684,S64,mtVar02685,mtVar02685,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13050,0
udpConn3,TM3685,S64,mtVar02686,mtVar02686,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13058,0
udpConn3,TM3686,S64,mtVar02687,mtVar02687,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13066,0
udpConn3,TM3687,S64,mtVar02688,mtVar02688,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13074,0
udpConn3,TM3688,S64,mtVar02689,mtVar02689,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13082,0
udpConn3,TM3689,S64,mtVar02690,mtVar02690,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13090,0
udpConn3,TM3690,S64,mtVar02691,mtVar02691,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13098,0
udpConn3,TM3691,S64,mtVar02692,mtVar02692,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13106,0
udpConn3,TM3692,S64,mtVar02693,mtVar02693,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13114,0
udpConn3,TM3693,U8,mtVar02694,mtVar02694,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13122,0
udpConn3,TM3694,U8,mtVar02695,mtVar02695,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13123,0
udpConn3,TM3695,U8,mtVar02696,mtVar02696,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13124,0
udpConn3,TM3696,U8,mtVar02697,mtVar02697,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13125,0
udpConn3,TM3697,U8,mtVar02698,mtVar02698,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13126,0
udpConn3,TM3698,U8,mtVar02699,mtVar02699,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13127,0
udpConn3,TM3699,U8,mtVar02700,mtVar02700,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13128,0
udpConn3,TM3700,U8,mtVar02701,mtVar02701,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13129,0
udpConn3,TM3701,U8,mtVar02702,mtVar02702,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13130,0
udpConn3,TM3702,U8,mtVar02703,mtVar02703,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13131,0
udpConn3,TM3703,U8,mtVar02704,mtVar02704,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13132,0
udpConn3,TM3704,U8,mtVar02705,mtVar02705,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13133,0
udpConn3,TM3705,U8,mtVar02706,mtVar02706,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13134,0
udpConn3,TM3706,U8,mtVar02707,mtVar02707,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13135,0
udpConn3,TM3707,U8,mtVar02708,mtVar02708,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13136,0
udpConn3,TM3708,U8,mtVar02709,mtVar02709,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13137,0
udpConn3,TM3709,U8,mtVar02710,mtVar02710,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13138,0
udpConn3,TM3710,U8,mtVar02711,mtVar02711,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13139,0
udpConn3,TM3711,U8,mtVar02712,mtVar02712,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13140,0
udpConn3,TM3712,U8,mtVar02713,mtVar02713,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13141,0
udpConn3,TM3713,U16,mtVar02714,mtVar02714,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13142,0
udpConn3,TM3714,U16,mtVar02715,mtVar02715,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13144,0
udpConn3,TM3715,U16,mtVar02716,mtVar02716,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13146,0
udpConn3,TM3716,U16,mtVar02717,mtVar02717,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13148,0
udpConn3,TM3717,U16,mtVar02718,mtVar02718,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13150,0
udpConn3,TM3718,U16,mtVar02719,mtVar02719,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13152,0
udpConn3,TM3719,U16,mtVar02720,mtVar02720,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13154,0
udpConn3,TM3720,U16,mtVar02721,mtVar02721,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13156,0
udpConn3,TM3721,U16,mtVar02722,mtVar02722,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13158,0
udpConn3,TM3722,U16,mtVar02723,mtVar02723,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13160,0
udpConn3,TM3723,U16,mtVar02724,mtVar02724,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13162,0
udpConn3,TM3724,U16,mtVar02725,mtVar02725,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13164,0
udpConn3,TM3725,U16,mtVar02726,mtVar02726,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13166,0
udpConn3,TM3726,U16,mtVar02727,mtVar02727,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13168,0
udpConn3,TM3727,U16,mtVar02728,mtVar02728,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13170,0
udpConn3,TM3728,U16,mtVar02729,mtVar02729,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13172,0
udpConn3,TM3729,U16,mtVar02730,mtVar02730,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13174,0
udpConn3,TM3730,U16,mtVar02731,mtVar02731,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13176,0
udpConn3,TM3731,U16,mtVar02732,mtVar02732,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13178,0
udpConn3,TM3732,U32,mtVar02733,mtVar02733,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13180,0
udpConn3,TM3733,U32,mtVar02734,mtVar02734,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13184,0
udpConn3,TM3734,U32,mtVar02735,mtVar02735,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13188,0
udpConn3,TM3735,U32,mtVar02736,mtVar02736,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13192,0
udpConn3,TM3736,U32,mtVar02737,mtVar02737,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13196,0
udpConn3,TM3737,U32,mtVar02738,mtVar02738,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13200,0
udpConn3,TM3738,U32,mtVar02739,mtVar02739,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13204,0
udpConn3,TM3739,U32,mtVar02740,mtVar02740,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13208,0
udpConn3,TM3740,U32,mtVar02741,mtVar02741,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13212,0
udpConn3,TM3741,U32,mtVar02742,mtVar02742,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13216,0
udpConn3,TM3742,U32,mtVar02743,mtVar02743,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13220,0
udpConn3,TM3743,U32,mtVar02744,mtVar02744,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13224,0
udpConn3,TM3744,U32,mtVar02745,mtVar02745,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13228,0
udpConn3,TM3745,U32,mtVar02746,mtVar02746,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13232,0
udpConn3,TM3746,U32,mtVar02747,mtVar02747,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13236,0
udpConn3,TM3747,U32,mtVar02748,mtVar02748,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13240,0
udpConn3,TM3748,U32,mtVar02749,mtVar02749,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13244,0
udpConn3,TM3749,U32,mtVar02750,mtVar02750,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13248,0
udpConn3,TM3750,U32,mtVar02751,mtVar02751,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13252,0
udpConn3,TM3751,U32,mtVar02752,mtVar02752,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13256,0
udpConn3,TM3752,F64,mtVar02753,mtVar02753,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13260,0
udpConn3,TM3753,F64,mtVar02754,mtVar02754,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13268,0
udpConn3,TM3754,F64,mtVar02755,mtVar02755,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13276,0
udpConn3,TM3755,F64,mtVar02756,mtVar02756,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13284,0
udpConn3,TM3756,F64,mtVar02757,mtVar02757,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13292,0
udpConn3,TM3757,F64,mtVar02758,mtVar02758,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13300,0
udpConn3,TM3758,F64,mtVar02759,mtVar02759,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13308,0
udpConn3,TM3759,F64,mtVar02760,mtVar02760,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13316,0
udpConn3,TM3760,F64,mtVar02761,mtVar02761,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13324,0
udpConn3,TM3761,F64,mtVar02762,mtVar02762,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13332,0
udpConn3,TM3762,F64,mtVar02763,mtVar02763,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13340,0
udpConn3,TM3763,F64,mtVar02764,mtVar02764,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13348,0
udpConn3,TM3764,F64,mtVar02765,mtVar02765,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13356,0
udpConn3,TM3765,F64,mtVar02766,mtVar02766,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13364,0
udpConn3,TM3766,F64,mtVar02767,mtVar02767,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13372,0
udpConn3,TM3767,F64,mtVar02768,mtVar02768,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13380,0
udpConn3,TM3768,F64,mtVar02769,mtVar02769,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13388,0
udpConn3,TM3769,F64,mtVar02770,mtVar02770,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13396,0
udpConn3,TM3770,F64,mtVar02771,mtVar02771,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13404,0
udpConn3,TM3771,F64,mtVar02772,mtVar02772,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13412,0
udpConn3,TM3772,F64,mtVar02773,mtVar02773,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13420,0
udpConn3,TM3773,F64,mtVar02774,mtVar02774,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13428,0
udpConn3,TM3774,F64,mtVar02775,mtVar02775,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13436,0
udpConn3,TM3775,F64,mtVar02776,mtVar02776,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13444,0
udpConn3,TM3776,F64,mtVar02777,mtVar02777,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13452,0
udpConn3,TM3777,F64,mtVar02778,mtVar02778,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13460,0
udpConn3,TM3778,U64,mtVar02779,mtVar02779,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13468,0
udpConn3,TM3779,U64,mtVar02780,mtVar02780,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13476,0
udpConn3,TM3780,U64,mtVar02781,mtVar02781,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13484,0
udpConn3,TM3781,U64,mtVar02782,mtVar02782,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13492,0
udpConn3,TM3782,U64,mtVar02783,mtVar02783,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13500,0
udpConn3,TM3783,U64,mtVar02784,mtVar02784,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13508,0
udpConn3,TM3784,U64,mtVar02785,mtVar02785,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13516,0
udpConn3,TM3785,U64,mtVar02786,mtVar02786,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13524,0
udpConn3,TM3786,U64,mtVar02787,mtVar02787,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13532,0
udpConn3,TM3787,U64,mtVar02788,mtVar02788,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13540,0
udpConn3,TM3788,U64,mtVar02789,mtVar02789,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13548,0
udpConn3,TM3789,U64,mtVar02790,mtVar02790,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13556,0
udpConn3,TM3790,U64,mtVar02791,mtVar02791,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13564,0
udpConn3,TM3791,U64,mtVar02792,mtVar02792,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13572,0
udpConn3,TM3792,U64,mtVar02793,mtVar02793,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13580,0
udpConn3,TM3793,U64,mtVar02794,mtVar02794,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13588,0
udpConn3,TM3794,U64,mtVar02795,mtVar02795,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13596,0
udpConn3,TM3795,U64,mtVar02796,mtVar02796,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13604,0
udpConn3,TM3796,U64,mtVar02797,mtVar02797,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13612,0
udpConn3,TM3797,U64,mtVar02798,mtVar02798,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13620,0
udpConn3,TM3798,U1,mtVar02799,mtVar02799,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13628,0
udpConn3,TM3799,U1,mtVar02800,mtVar02800,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13628,1
udpConn3,TM3800,U1,mtVar02801,mtVar02801,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13628,2
udpConn3,TM3801,U1,mtVar02802,mtVar02802,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13628,3
udpConn3,TM3802,U1,mtVar02803,mtVar02803,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13628,4
udpConn3,TM3803,U1,mtVar02804,mtVar02804,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13628,5
udpConn3,TM3804,U1,mtVar02805,mtVar02805,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13628,6
udpConn3,TM3805,U1,mtVar02806,mtVar02806,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13628,7
udpConn3,TM3806,U1,mtVar02807,mtVar02807,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13629,0
udpConn3,TM3807,U1,mtVar02808,mtVar02808,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13629,1
udpConn3,TM3808,U1,mtVar02809,mtVar02809,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13629,2
udpConn3,TM3809,U1,mtVar02810,mtVar02810,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13629,3
udpConn3,TM3810,U1,mtVar02811,mtVar02811,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13629,4
udpConn3,TM3811,U1,mtVar02812,mtVar02812,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13629,5
udpConn3,TM3812,U1,mtVar02813,mtVar02813,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13629,6
udpConn3,TM3813,U1,mtVar02814,mtVar02814,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13629,7
udpConn3,TM3814,U1,mtVar02815,mtVar02815,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13630,0
udpConn3,TM3815,U1,mtVar02816,mtVar02816,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13630,1
udpConn3,TM3816,U1,mtVar02817,mtVar02817,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13630,2
udpConn3,TM3817,U1,mtVar02818,mtVar02818,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13630,3
udpConn3,TM3818,U1,mtVar02819,mtVar02819,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13630,4
udpConn3,TM3819,U1,mtVar02820,mtVar02820,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13630,5
udpConn3,TM3820,U1,mtVar02821,mtVar02821,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13630,6
udpConn3,TM3821,S32,mtVar02822,mtVar02822,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13630,7
udpConn3,TM3822,S32,mtVar02823,mtVar02823,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13634,0
udpConn3,TM3823,S32,mtVar02824,mtVar02824,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13638,0
udpConn3,TM3824,S32,mtVar02825,mtVar02825,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13642,0
udpConn3,TM3825,S32,mtVar02826,mtVar02826,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13646,0
udpConn3,TM3826,S32,mtVar02827,mtVar02827,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13650,0
udpConn3,TM3827,S32,mtVar02828,mtVar02828,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13654,0
udpConn3,TM3828,S32,mtVar02829,mtVar02829,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13658,0
udpConn3,TM3829,S32,mtVar02830,mtVar02830,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13662,0
udpConn3,TM3830,S32,mtVar02831,mtVar02831,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13666,0
udpConn3,TM3831,S32,mtVar02832,mtVar02832,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13670,0
udpConn3,TM3832,S32,mtVar02833,mtVar02833,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13674,0
udpConn3,TM3833,S32,mtVar02834,mtVar02834,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13678,0
udpConn3,TM3834,S32,mtVar02835,mtVar02835,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13682,0
udpConn3,TM3835,S32,mtVar02836,mtVar02836,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13686,0
udpConn3,TM3836,S32,mtVar02837,mtVar02837,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13690,0
udpConn3,TM3837,S32,mtVar02838,mtVar02838,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13694,0
udpConn3,TM3838,S32,mtVar02839,mtVar02839,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13698,0
udpConn3,TM3839,S32,mtVar02840,mtVar02840,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13702,0
udpConn3,TM3840,S32,mtVar02841,mtVar02841,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13706,0
udpConn3,TM3841,S64,mtVar02842,mtVar02842,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13710,0
udpConn3,TM3842,S64,mtVar02843,mtVar02843,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13718,0
udpConn3,TM3843,S64,mtVar02844,mtVar02844,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13726,0
udpConn3,TM3844,S64,mtVar02845,mtVar02845,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13734,0
udpConn3,TM3845,S64,mtVar02846,mtVar02846,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13742,0
udpConn3,TM3846,S64,mtVar02847,mtVar02847,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13750,0
udpConn3,TM3847,S64,mtVar02848,mtVar02848,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13758,0
udpConn3,TM3848,S64,mtVar02849,mtVar02849,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13766,0
udpConn3,TM3849,S64,mtVar02850,mtVar02850,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13774,0
udpConn3,TM3850,S64,mtVar02851,mtVar02851,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13782,0
udpConn3,TM3851,S64,mtVar02852,mtVar02852,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13790,0
udpConn3,TM3852,S64,mtVar02853,mtVar02853,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13798,0
udpConn3,TM3853,S64,mtVar02854,mtVar02854,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13806,0
udpConn3,TM3854,S64,mtVar02855,mtVar02855,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13814,0
udpConn3,TM3855,S64,mtVar02856,mtVar02856,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13822,0
udpConn3,TM3856,S64,mtVar02857,mtVar02857,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13830,0
udpConn3,TM3857,S64,mtVar02858,mtVar02858,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13838,0
udpConn3,TM3858,S64,mtVar02859,mtVar02859,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13846,0
udpConn3,TM3859,S64,mtVar02860,mtVar02860,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13854,0
udpConn3,TM3860,S64,mtVar02861,mtVar02861,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13862,0
udpConn3,TM3861,S64,mtVar02862,mtVar02862,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13870,0
udpConn3,TM3862,S64,mtVar02863,mtVar02863,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13878,0
udpConn3,TM3863,S64,mtVar02864,mtVar02864,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13886,0
udpConn3,TM3864,S64,mtVar02865,mtVar02865,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13894,0
udpConn3,TM3865,U8,mtVar02866,mtVar02866,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13902,0
udpConn3,TM3866,U8,mtVar02867,mtVar02867,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13903,0
udpConn3,TM3867,U8,mtVar02868,mtVar02868,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13904,0
udpConn3,TM3868,U8,mtVar02869,mtVar02869,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13905,0
udpConn3,TM3869,U8,mtVar02870,mtVar02870,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13906,0
udpConn3,TM3870,U8,mtVar02871,mtVar02871,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13907,0
udpConn3,TM3871,U8,mtVar02872,mtVar02872,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13908,0
udpConn3,TM3872,U8,mtVar02873,mtVar02873,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13909,0
udpConn3,TM3873,U8,mtVar02874,mtVar02874,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13910,0
udpConn3,TM3874,U8,mtVar02875,mtVar02875,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13911,0
udpConn3,TM3875,U8,mtVar02876,mtVar02876,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13912,0
udpConn3,TM3876,U8,mtVar02877,mtVar02877,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13913,0
udpConn3,TM3877,U8,mtVar02878,mtVar02878,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13914,0
udpConn3,TM3878,U8,mtVar02879,mtVar02879,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13915,0
udpConn3,TM3879,U8,mtVar02880,mtVar02880,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13916,0
udpConn3,TM3880,U8,mtVar02881,mtVar02881,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13917,0
udpConn3,TM3881,U8,mtVar02882,mtVar02882,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13918,0
udpConn3,TM3882,U8,mtVar02883,mtVar02883,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13919,0
udpConn3,TM3883,U8,mtVar02884,mtVar02884,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13920,0
udpConn3,TM3884,U8,mtVar02885,mtVar02885,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13921,0
udpConn3,TM3885,U16,mtVar02886,mtVar02886,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13922,0
udpConn3,TM3886,U16,mtVar02887,mtVar02887,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13924,0
udpConn3,TM3887,U16,mtVar02888,mtVar02888,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13926,0
udpConn3,TM3888,U16,mtVar02889,mtVar02889,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13928,0
udpConn3,TM3889,U16,mtVar02890,mtVar02890,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13930,0
udpConn3,TM3890,U16,mtVar02891,mtVar02891,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13932,0
udpConn3,TM3891,U16,mtVar02892,mtVar02892,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13934,0
udpConn3,TM3892,U16,mtVar02893,mtVar02893,N/A,N/A,N/A,-1000000000,1000000000,how to fix aegis,13936,0
